"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","body_shape","body_shape_ordinal","shape_eel_like","shape_elongated","shape_fusiform","shape_globiform","shape_compressiform","shape_depressiform","l_min_TL","l_max_TL","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","phys_defense","defense_spines_num","defense_spines","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4","TL_BH","SL_BH","TL_TH","SL_TH","SL_TL","eye_TL","sd_TL_BH","sd_SL_BH","sd_TL_TH","sd_SL_TH","sd_SL_TL","sd_eye_TL","n_TL_BH","n_SL_BH","n_TL_TH","n_SL_TH","n_SL_TL","n_eye_TL"
"Actinopterygii","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","Mallotus villosus; Clupea villosa Müller, 1776; Mallotus villosus catervarius (Pennant, 1784); Mallotus villosus socialis (Pallas, 1814); Salmo catervarius Pennant, 1784; Salmo groenlandicus Bloch, 1794; Salmo socialis Pallas, 1815","species","juvenile","elongated",2,0,1,0,0,0,0,7.5,13.5,7.5,"TL",13.5,"FL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Mallotus-villosus.html","Vesin, J.-P., Leggett, W. C. & Able, K. W. Feeding Ecology of Capelin (Mallotus villosus) in the Estuary and Western Gulf of St. Lawrence and its Multispecies Implications. Can. J. Fish. Aquat. Sci. 38, 257–267 (1981).","10.1139/f81-037",NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis","Mastigoteuthis dentata",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,11.8584563515954,NA,NA,7.2,"ML",NA,"Young, R. E. Mastigoteuthis dentata. Tree of Life Project http://tolweb.org/Mastigoteuthis_dentata/19512 (2014).","http://tolweb.org/Mastigoteuthis_dentata/19512",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,"Young, R. E. Mastigoteuthis dentata. Tree of Life Project http://tolweb.org/Mastigoteuthis_dentata/19512 (2014).","http://tolweb.org/Mastigoteuthis_dentata/19512",NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA,8.08153378039053,4.90679743582169,2.73880223454738,1.66289570109925,0.607161656334074,0.0694964323312668,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis","Mastigoteuthis dentata",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis","Mastigoteuthis dentata",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigotragus","Mastigotragus pyrodes",NA,"species","adult","-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,"-9999",-9999,-9999,"-9999","-9999","-9999","-9999","-9999","-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",NA,NA,6.95579451181415,2.87183883740512,3.48687659923333,1.43962672012656,0.412869993863017,0.0182050362203238,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Actinopterygii","Tetraodontiformes","Molidae","Masturus","Masturus lanceolatus",NA,"species","adult","compressiform",4,0,0,0,0,1,0,NA,337,NA,NA,337,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Masturus-lanceolatus.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17580241070474,1.86652464955889,1.03828537345365,0.897023025311329,0.867902111813334,0.0340841410419296,0.439884974312159,0.266089765054478,0.123950715784217,0.0945149364967134,0.0670255037807101,0.00524975829205912,6,6,6,6,6,6
"Actinopterygii","Tetraodontiformes","Molidae","Masturus","Masturus lanceolatus",NA,"species","juvenile","compressiform",4,0,0,0,0,1,0,6.51160474204653,NA,6,"PCL",NA,NA,NA,"Martin, F. D. & Drewry, G. E. Development of Fishes of the Mid-Atlantic Bight: An Atlas of Egg, Larval and Juvenile Stages. Volume VI: Stromateidae through Ogcocephalidae. Fish and Wildlife Service, U.S. Department of the Interior 6, 1–416 (1978).","https://books.google.ca/books?id=ac9GAQAAIAAJ&pg=PP7&lpg=PP7&dq=%22Development+of+Fishes+of+the+Mid-Atlantic+Bight:+An+Atlas+of+Egg,+Larval+and+Juvenile+Stages.+Volume+VI:+Stromateidae+through+Ogcocephalidae%22&source=bl&ots=1Ft4BskR-Q&sig=ACfU3U2xy7-sO2d0lZzYYNYQCC0xZoHevw&hl=en&sa=X&ved=2ahUKEwimyPi4qbyBAxWmIjQIHYIIC24Q6AF6BAgIEAM#v=onepage&q=%22Development%20of%20Fishes%20of%20the%20Mid-Atlantic%20Bight%3A%20An%20Atlas%20of%20Egg%2C%20Larval%20and%20Juvenile%20Stages.%20Volume%20VI%3A%20Stromateidae%20through%20Ogcocephalidae%22&f=false",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Tetraodontiformes","Molidae","Masturus","Masturus lanceolatus",NA,"species","larva","compressiform",4,0,0,0,0,1,0,0.28,NA,0.28,"TL",6,"PCL",NA,"Martin, F. D. & Drewry, G. E. Development of Fishes of the Mid-Atlantic Bight: An Atlas of Egg, Larval and Juvenile Stages. Volume VI: Stromateidae through Ogcocephalidae. Fish and Wildlife Service, U.S. Department of the Interior 6, 1–416 (1978).","https://books.google.ca/books?id=ac9GAQAAIAAJ&pg=PP7&lpg=PP7&dq=%22Development+of+Fishes+of+the+Mid-Atlantic+Bight:+An+Atlas+of+Egg,+Larval+and+Juvenile+Stages.+Volume+VI:+Stromateidae+through+Ogcocephalidae%22&source=bl&ots=1Ft4BskR-Q&sig=ACfU3U2xy7-sO2d0lZzYYNYQCC0xZoHevw&hl=en&sa=X&ved=2ahUKEwimyPi4qbyBAxWmIjQIHYIIC24Q6AF6BAgIEAM#v=onepage&q=%22Development%20of%20Fishes%20of%20the%20Mid-Atlantic%20Bight%3A%20An%20Atlas%20of%20Egg%2C%20Larval%20and%20Juvenile%20Stages.%20Volume%20VI%3A%20Stromateidae%20through%20Ogcocephalidae%22&f=false",NA,NA,NA,NA,NA,NA,1,15,1,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus imperatorius",NA,"species","adult","compressiform",4,0,0,0,0,1,0,5.10403535353535,8.16645656565656,4.25,"SL",6.8,"SL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-imperatorius.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","26",1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-imperatorius.html",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-imperatorius.html",NA,NA,NA,NA,NA,NA,1.62246179039301,1.35098253275109,1.35448517851854,1.1278452459614,0.832674483153061,0.123359182689342,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus imperatorius",NA,"species","juvenile","compressiform",4,0,0,0,0,1,0,NA,5.56900175301638,NA,NA,4.25,"SL",NA,"Savinykh, V. F. & Baytalyuk, A. A. New data on biology of the pearlfish Maurolicus imperatorius (Sternopthychidae) from the Emperor Seamount Chain. J. Ichthyol. 50, 148–158 (2010).","10.1134/S0032945210020025",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","present",1,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-imperatorius.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus imperatorius",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri",NA,"species","adult","elongated",2,0,1,0,0,0,0,2.9,8,2.9,"TL",8,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-muelleri.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","138",1,NA,"Cavallaro, M., Mammola, C. L. & Verdiglione, R. Structural and ultrastructural comparison of photophores of two species of deep-sea fishes: Argyropelecus hemigymnus and Maurolicus muelleri. Journal of Fish Biology 64, 1552–1567 (2004).","10.1111/j.0022-1112.2004.00410.x",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-muelleri.html",NA,NA,NA,NA,NA,NA,5.03513221969598,4.22434594826485,2.80751845082797,2.38833981231013,0.83924115783412,0.0826074375229732,0.272613794819597,0.212897060767483,0.0651163812037884,0.126919167191849,0.0166937866671268,0.00790039930229277,7,7,2,2,7,7
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,2.55518903961928,2.9,1.95,"SL",2.9,"TL","""the small mean body size ranges observed (2.3–8 cm for mature individuals and < 2.9 cm for immature and male specimens)""","Sobradillo, B. et al. Target Strength and swimbladder morphology of Mueller’s pearlside (Maurolicus muelleri). Sci Rep 9, 1–14 (2019).","10.1038/s41598-019-53819-6",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","present",1,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-muelleri.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,0.45,"SL",1.95,"SL","Maximum larvae size in this key","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-muelleri.html","Olivar, M. P. & Fortuño, J.-M. Guide to Ichthyoplankton of the Southeast Atlantic (Benguela Current Region). Guía del Ictioplancton del Atlántico sudoriental (Área de la corriente de Benguela) 55, 1–383 (1991).","https://digital.csic.es/handle/10261/28659",NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,"timandkris. Sternoptychidae-Sternoptyx. flickr https://www.flickr.com/photos/timandkris/1468971603/ (2005).","https://www.flickr.com/photos/timandkris/1468971603/","timandkris. Sternoptychidae-Sternoptyx. flickr https://www.flickr.com/photos/timandkris/1468971603/ (2005).","https://www.flickr.com/photos/timandkris/1468971603/","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis",NA,"species","adult","fusiform",3,0,0,1,0,0,0,19.05,48,19.05,"TL",48,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Medialuna-californiensis.html","CDFW. California Department of Fish and Wildlife https://wildlife.ca.gov/ (2023).","https://marinespecies.wildlife.ca.gov/halfmoon/",NA,NA,NA,NA,1,10,1,0,NA,0,1,"stripes",1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Medialuna-californiensis.html",NA,NA,NA,NA,NA,NA,3.08840717440099,2.48122683211769,2.26740536025184,1.77886366883755,0.803649579721794,0.0498449029907888,0.103931643029954,0.0828833644714788,0.180234210673845,0.15059098063702,0.0216725966804434,0.00627048622616505,6,6,2,2,6,6
"Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,1.82,19.05,1.82,"TL",19.05,"TL","smallest reported on drift algae by Kingsford was 3 cm","Kingsford, M. J. Drift algae: a contribution to near-shore habitat complexity in the pelagic environment and an attractant for fish. Mar. Ecol. Prog. Ser. 116, 297–301 (1995).","10.3354/meps116297","Stevens, E. G., Watson, W. & Moser, H. G. Development and Distribution of Larvae and Pelagic Juveniles of Three Kyphosid Fishes (Girella nigricans, Medialuna californiensis, and Hermosilla azurea) off California and Baja California. Fishery Bulletin 87, 745–768 (1989).","https://spo.nmfs.noaa.gov/sites/default/files/pdf-content/1989/873/stevens.pdf",NA,NA,NA,NA,1,2,1,0,NA,0,1,"stripes",1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Medialuna-californiensis.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis",NA,"species","larva","elongated",2,0,1,0,0,0,0,0.3,1.82,0.3,"TL",1.82,"TL",NA,"Stevens, E. G., Watson, W. & Moser, H. G. Development and Distribution of Larvae and Pelagic Juveniles of Three Kyphosid Fishes (Girella nigricans, Medialuna californiensis, and Hermosilla azurea) off California and Baja California. Fishery Bulletin 87, 745–768 (1989).","https://spo.nmfs.noaa.gov/sites/default/files/pdf-content/1989/873/stevens.pdf",NA,NA,NA,NA,NA,NA,1,2,1,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica",NA,"species","adult","elongated",2,0,1,0,0,0,0,1.75,4,1.75,"TL",4,"TL",NA,"Mauchline, J. Growth and production of Euphausiacea (Crustacea) in the Rockall Trough. Marine Biology 90, 19–26 (1985).","10.1007/BF00428210",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"10",1,NA,"Fregin, T. & Wiese, K. The photophores of Meganyctiphanes norvegica (M. Sars) (Euphausiacea): mode of operation. Helgol Mar Res 56, 112–124 (2002).","10.1007/s10152-002-0104-4",NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA,10.4618702268278,8.64483185702825,10.4618702268278,8.64483185702825,0.826092344196988,0.0467019428692065,0.950909149813085,0.827465384022255,0.950909149813085,0.827465384022255,0.0166536967130343,0.00269445351228724,6,6,6,6,6,6
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,1.75,NA,NA,1.75,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica",NA,"species","larva","globiform",6,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris",NA,"species","adult","fusiform",3,0,0,1,0,0,0,4,16,4,"TL",16,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melamphaes-lugubris.html","Moore, J. A. Order Stephanoberyciformes: Melamphaidae - Bigscale fishes (ridgeheads). The living marine resources of the Western Central Pacific 1162–1177 (1998).","https://www.fao.org/3/y4161e/y4161e38.pdf","Food and Agriculture Organization of the United Nations (FAO). FAO https://www.fao.org/home/en (2023).","https://www.fao.org/3/y4161e/y4161e38.pdf",NA,NA,1,4,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,"no luminous organs","Moore, J. A. Order Stephanoberyciformes: Melamphaidae - Bigscale fishes (ridgeheads). The living marine resources of the Western Central Pacific 1162–1177 (1998).","https://www.fao.org/3/y4161e/y4161e38.pdf",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melamphaes-lugubris.html",NA,NA,NA,NA,NA,NA,3.87529859015112,3.3442195432427,3.48240471714237,3.11485643479747,0.862962955258983,0.0493375085547272,0.0415271853261047,0.110989120768608,NA,NA,0.0274612487938099,0.0044146241712382,3,3,1,1,3,3
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,1.52,4,1.52,"TL",4,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melamphaes-lugubris.html","Moore, J. A. Order Stephanoberyciformes: Melamphaidae - Bigscale fishes (ridgeheads). The living marine resources of the Western Central Pacific 1162–1177 (1998).","https://www.fao.org/3/y4161e/y4161e38.pdf","Food and Agriculture Organization of the United Nations (FAO). FAO https://www.fao.org/home/en (2023).","https://www.fao.org/3/y4161e/y4161e38.pdf",NA,NA,1,1,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,"no luminous organs","Moore, J. A. Order Stephanoberyciformes: Melamphaidae - Bigscale fishes (ridgeheads). The living marine resources of the Western Central Pacific 1162–1177 (1998).","https://www.fao.org/3/y4161e/y4161e38.pdf",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melamphaes-lugubris.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris",NA,"species","larva","fusiform",3,0,0,1,0,0,0,0.53,1.52,0.53,"TL",1.52,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,"no luminous organs","Moore, J. A. Order Stephanoberyciformes: Melamphaidae - Bigscale fishes (ridgeheads). The living marine resources of the Western Central Pacific 1162–1177 (1998).","https://www.fao.org/3/y4161e/y4161e38.pdf",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melamphaes-lugubris.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias","Melanostomias valdiviae",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,24.1,NA,NA,24.1,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melanostomias-valdiviae.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"100",1,NA,"Coad, B. W. The Scaleless Dragonfish, Melanostomias valdiviae Brauer, 1902, New to the Fish Fauna of Atlantic Canada. Proc. N.S. Inst. Sci. 37, 89–91 (1987).","https://dalspace.library.dal.ca/bitstream/handle/10222/35414/v37_p2_a4_Coad_The_scaleless_dragonfish_melanostomias_valdiviae_Brauer.pdf?sequence=1",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melanostomias-valdiviae.html",NA,NA,NA,NA,NA,NA,8.47931829038694,7.76286284317307,4.66565391840805,4.27143199511407,0.915505536804047,0.0198837793099334,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias","Melanostomias valdiviae",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"immature male at 228mmSL and states that larvae and younger stages are unknown","Bigelow, H. B. et al. Soft-rayed Bony Fishes: Orders Isospondyli and Giganturoidei: Part 4. Yale University Press 1–598 (2018).","https://books.google.ca/books?id=IMqJDwAAQBAJ",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melanostomias-valdiviae.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias","Melanostomias valdiviae",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Melanostomiinae",NA,"Melanostomiinae",NA,"family","adult","compressiform",4,0,0,0,0,1,0,7,26.2,7,"TL",26.2,"TL","l_max for Melanostomias bartonbeani","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melanostomiinae.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"1",1,"fishbase ""Numerous small photophores present""","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Melanostomiinae.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
