"class","order","family","genus","sci_name","tax_level","life_stage","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","diel_migrant","refuge","season_migrant","body_shape","l_min_TL","l_max_TL","phys_defense","defense_spines","exoskeleton","transparent","col_disrupt","silver","countershade","photophore","gregarious","gregarious_solitary","gregarious_shoaling","gregarious_schooling","trophic_level","IUCN_status","commercial","recreational","lipid","protein","energy","lipid_pacific","protein_pacific","energy_pacific","TL_BH","SL_BH","TL_TH","SL_TH","SL_TL","eye_TL"
"Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus","species","juvenile",0,275,3.4,9.5,5.8,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,0,1,1,1,"fusiform",3.51750222109405,5.85412869653509,0,0,0,0,0,1,1,0,"schooling",0,0,1,NA,"NE",0,0,2.72247333333333,10.96,3.7291497535,2.72247333333333,10.96,3.7291497535,4.75104,3.78192,3.006017045131,2.39284787821653,0.796019397858153,0.0781323668081094
"Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,0,1,0,1,"elongated",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","species","adult",150,3000,3.1,13.9,7,"mesopelagic",0,0,0,1,1,"oceanic",0,0,0,1,0,1,1,0,1,"fusiform",15,55.5,0,0,0,0,0,1,1,0,"schooling",0,0,1,4.13,"LC",1,0,2.7,16.75,4.65,NA,NA,NA,5.85376539042061,4.88279510547351,NA,NA,0.834431124928461,0.0598651604979582
"Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","species","juvenile",150,3000,3.1,13.9,7,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,1,0,1,1,0,0,"fusiform",0.75,15,0,0,0,0,0,1,1,0,"schooling",0,0,1,NA,"LC",0,0,2.7,16.75,4.65,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,1,0,1,1,0,1,"elongated",0.25,0.75,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Argentiniformes","Microstomatidae","Microstoma","Microstoma microstoma","species","adult",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.86570714611961,8.99268084257771,5.5281618799377,5.04902062761043,0.912398673139837,0.0753020595241114
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","species","adult",10,1370,1.1,6.3,3.5,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,0,1,1,1,"depressiform",38,76,0,0,0,0,1,0,0,0,"shoaling",0,1,0,3.22,"LC",1,1,2.82896,12.905,4.11244566428571,2.6612,12.9733333333333,4.22618660833333,3.33606856229464,2.76585619906847,2.30372729449313,1.91022566121606,0.828591254800021,0.0486218254940133
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","species","juvenile",NA,NA,NA,NA,NA,"epipelagic",0,1,1,0,0,"continental shelf",0,0,0,1,0,0,1,1,1,"depressiform",6.5,38,0,0,0,0,1,0,0,0,"shoaling",0,1,0,NA,"LC",0,0,2.82896,12.905,4.11244566428571,2.6612,12.9733333333333,4.22618660833333,3.2950713108938,2.6900397302319,2.54672270536898,2.0793465430815,0.816555626857597,0.0749214366313105
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,0,1,0,1,"compressiform",0.9,6.5,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","species","adult",30,480,5.3,20.5,10.2,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,1,1,0,1,1,"compressiform",120,333,0,0,0,0,0,0,0,0,"solitary",1,1,0,3.28,"VU",1,1,0.5,NA,NA,0.5,NA,NA,1.5135908239692,1.23263870792051,0.755204704049301,0.613464426410198,0.816704019246699,0.061948519982604
"Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","species","juvenile",30,480,5.3,20.5,10.2,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,1,1,0,0,1,"compressiform",NA,120,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"VU",1,1,0.5,NA,NA,0.5,NA,NA,2.10690351380007,1.96433244985875,1.55303237920164,1.47917536263047,0.921431849396046,0.0721873976766212
"Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,NA,NA,NA,"compressiform",0.25,NA,0,0,0,0,0,0,0,0,"schooling",0,0,1,NA,"VU",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Argentiniformes","Opisthoproctidae","Monacoa","Monacoa grimaldii","species","adult",0,4750,8.8,17.3,12.4,"mesopelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"compressiform",NA,9.92921468707971,0,0,0,0,0,1,0,0,"solitary",1,0,0,4,"LC",0,0,NA,NA,NA,NA,NA,NA,2.98446575531221,2.40466352400948,2.83470615131845,2.27895661457615,0.805703195279876,0.0752736549566199
"Actinopterygii","Argentiniformes","Opisthoproctidae","Monacoa","Monacoa grimaldii","species","juvenile",0,4750,8.8,17.3,12.4,"mesopelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"compressiform",NA,NA,0,0,0,0,0,1,0,0,"schooling",0,0,1,NA,"LC",0,0,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Argentiniformes","Opisthoproctidae","Monacoa","Monacoa grimaldii","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,1,0,0,"compressiform",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","species","adult",0,120,11.3,27.9,23.2,"epipelagic",0,1,1,0,0,"coastal",0,0,1,0,0,0,1,0,1,"fusiform",43.7841185012086,123.683950568386,1,1,0,0,0,1,1,0,"schooling",0,0,1,2.48,"LC",1,1,4.1412,17.02,4.96467380413793,NA,NA,NA,5.09599800089129,4.11439452443752,2.53788181579788,2.06802509539054,0.808512337619012,0.0391380383260703
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","species","juvenile",0,120,11.3,27.9,23.2,"epipelagic",0,1,1,0,0,"coastal",0,0,1,0,0,0,1,0,1,"fusiform",2.29522008697493,40.6253955394563,1,1,0,0,0,1,1,0,"schooling",0,0,1,NA,"LC",0,0,4.1412,17.02,4.96467380413793,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,0,0,0,1,"fusiform",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus","species","adult",10,328,13.1,15.9,14.2,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,0,0,1,1,"fusiform",14.089102813669,41.0314222292818,1,1,0,0,1,1,1,0,"shoaling",0,1,0,3.14,"LC",1,1,4.61,18.5,4.79,NA,NA,NA,4.6005071330474,3.72401212085862,2.46684302360365,1.96463899713638,0.80913597911571,0.0515865879636832
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus","species","juvenile",10,328,13.1,15.9,14.2,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,0,0,1,1,"fusiform",4.59044017394987,13.0827544957571,1,1,0,0,1,1,1,0,"shoaling",0,1,0,NA,"LC",0,0,4.61,18.5,4.79,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,0,0,0,1,"elongated",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Munididae","Munida","Munida quadrispina","species","adult",12,1463,8.2,12.8,9.3,"demersal",1,1,1,0,0,"coastal",0,0,1,1,0,0,1,1,1,"globiform",0.713445386776809,12.5,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,9.05321660768474,3.64047065950719,3.58512450575693,1.49107567413883,0.420494694562866,0.0293040761020825
"Malacostraca","Decapoda","Munididae","Munida","Munida quadrispina","species","juvenile",12,1463,8.2,12.8,9.3,"demersal",1,1,1,0,0,"coastal",0,0,1,1,0,0,1,1,1,"globiform",NA,0.410148509995488,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,4.77797330651796,3.49481214004937,3.55697903906356,2.60172519395672,0.731442374381173,0.0717862865615957
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum","species","adult",0,1000,3.4,14.6,7.9,"mesopelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,1,"fusiform",5.95200844522456,13.094418579494,0,0,0,0,1,1,1,1,"schooling",0,0,1,3.39000011,"LC",0,0,NA,NA,NA,NA,NA,NA,5.26346682974158,4.4149010927217,2.93327808037205,2.45354998548711,0.840052571499898,0.0842604324122009
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum","species","juvenile",0,1000,3.4,14.6,7.9,"mesopelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,1,"fusiform",NA,2.37807912867084,0,0,0,0,1,1,1,1,"schooling",0,0,1,NA,"LC",0,0,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,1,0,1,"elongated",NA,NA,0,0,0,1,1,1,0,1,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Mysida",NA,NA,"Mysida spp.","order","adult",0,5000,NA,NA,NA,"benthic",1,0,1,0,0,"oceanic",0,0,1,0,0,1,1,1,0,"fusiform",0.5,3,1,1,1,1,0,0,0,0,"shoaling",0,1,0,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia candida","species","juvenile",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,19,12.1,10.40402,19,12.1,10.40402,NA,NA,NA,NA,NA,NA
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia macrolepis","species","adult",NA,458,14.9,25.4,20.6,"mesopelagic",0,0,0,1,0,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,20,0,0,0,0,0,1,0,0,"shoaling",0,1,1,3.3,"NE",0,0,NA,NA,NA,NA,NA,NA,8.40076428191361,7.59449523533111,3.91737531861142,3.54140256693659,0.904024322130029,0.0691027183895802
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia macrolepis","species","juvenile",NA,458,14.9,25.4,20.6,"mesopelagic",0,0,0,1,0,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,NA,0,0,0,0,0,1,0,0,"shoaling",0,1,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia macrolepis","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,NA,0,0,0,1,0,0,0,0,"solitary",1,0,0,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Stomatopoda","Squillidae","Natosquilla","Natosquilla investigatoris","species","adult",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,NA,0,NA,"elongated",NA,6.3,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,5.40096349542541,4.3678226092834596,5.18141959395511,4.1838946020251,0.808156730412995,0.0474466444446711
"Actinopterygii","Perciformes","Gempylidae","Nealotus","Nealotus tripes","species","adult",914,1646,3.4,7.6,4.4,"mesopelagic",0,0,1,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",17.4413249450287,29.0688749083811,1,1,0,0,0,1,0,0,"solitary",1,0,0,4.2,"LC",1,0,NA,NA,NA,NA,NA,NA,8.06902625820124,6.92544335725247,5.20159860454413,4.44986249946603,0.860026405521185,0.0470653940063948
"Actinopterygii","Perciformes","Gempylidae","Nealotus","Nealotus tripes","species","juvenile",914,1646,3.4,7.6,4.4,"mesopelagic",0,0,1,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,18.3767760375522,1,1,0,0,0,1,0,0,"shoaling",0,1,0,NA,"LC",0,0,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Gempylidae","Nealotus","Nealotus tripes","species","larva",NA,NA,NA,NA,NA,"mesopelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,0,"fusiform",NA,NA,1,1,0,1,0,1,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","species","adult",NA,100,NA,NA,NA,"epipelagic",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"elongated",1.6,2.5,1,0,1,NA,0,0,0,1,"schooling",0,0,1,NA,"NE",0,0,3.4,11.405,NA,3.4,11.405,NA,10.6575343599388,8.66239915256234,6.86863517190523,5.57205893010605,0.810353723635389,0.0685936396167633
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","species","juvenile",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,3.4,11.405,NA,3.4,11.405,NA,10.2336340331583,8.3959890346561,5.76212253263333,4.72900118190837,0.820779519585985,0.0719412212108641
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","species","adult",0,700,10.4,14.3,12.9,"epipelagic",0,0,1,1,1,"continental shelf",0,0,0,1,1,0,1,0,1,"elongated",NA,2.6,1,1,1,1,0,0,0,1,"schooling",0,0,1,NA,"NE",0,0,2.4,NA,NA,NA,NA,NA,8.0932421682619,6.60594850996071,5.57231244511326,4.5473817885447,0.814261720932641,0.0777981006997735
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","species","juvenile",0,700,10.4,14.3,12.9,"epipelagic",0,0,1,1,1,"continental shelf",0,0,0,1,1,0,1,0,1,"elongated",NA,NA,1,1,1,1,0,0,0,1,"schooling",0,0,1,NA,"NE",0,0,2.4,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,1,0,"continental shelf",0,0,0,1,1,0,0,0,1,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus","species","adult",100,4337,4.3,21.1,10.2,"mesopelagic",0,0,1,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"eel-like",8,150,0,0,0,0,0,0,0,0,"solitary",1,0,0,3.5,"LC",0,0,NA,NA,NA,NA,NA,NA,71.1643509377882,71.1643509377882,34.1207353269716,34.1207353269716,1,0.00795745898238883
"Actinopterygii","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus","species","juvenile",100,4337,4.3,21.1,10.2,"mesopelagic",0,0,1,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"eel-like",0.6,30.2,0,0,0,0,0,0,0,0,"solitary",1,0,0,NA,"LC",0,0,NA,NA,NA,NA,NA,NA,100.03996275002,100.03996275002,NA,NA,1,0.00483651565270499
"Actinopterygii","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,0,0,0,"eel-like",0.6,18,0,0,0,0,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Stomatopoda","Squillidae","Neoanchisquilla","Neoanchisquilla tuberculata","species","adult",35,800,11.4,19.6,14.7,"benthic",1,0,1,1,0,"reef-associated",0,1,0,0,0,0,NA,1,NA,"elongated",NA,7.4,1,1,1,0,1,0,0,0,"schooling",0,0,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,5.55795735591298,4.60243151674414,1.76652208851681,1.46086129703202,0.8277189862258,0.0390088718804772
"Malacostraca","Stomatopoda","Squillidae","Neoanchisquilla","Neoanchisquilla tuberculata","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"reef-associated",0,1,0,0,0,0,1,0,NA,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Copepoda","Calanoida","Calanidae","Neocalanus","Neocalanus spp.","genus",NA,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,NA,NA,4.10096062,NA,NA,4.10096062,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Lophogastrida","Gnathophausiidae","Negnathophausia","Neognathophausia gigas","species","adult",200,7000,NA,NA,NA,"bathypelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",12,16.4,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,7.99294090772674,6.48343753388101,7.99294090772674,6.48343753388101,0.811398022800213,0.0194400902853572
"Malacostraca","Lophogastrida","Gnathophausiidae","Negnathophausia","Neognathophausia gigas","species","juvenile",200,7000,NA,NA,NA,"bathypelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,12,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Lophogastrida","Gnathophausiidae","Negnathophausia","Neognathophausia gigas","species","larva",NA,NA,NA,NA,NA,"bathypelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia","Neognathophausia ingens","species","adult",500,4000,NA,NA,NA,"bathypelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,35,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,4.05356666666667,3.8679,2.005,4.83035,4.05185,NA,5.63277432649128,4.60771557363158,5.63277432649128,4.60771557363158,0.816645968239178,0.0236396225153992
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia","Neognathophausia ingens","species","juvenile",500,4000,NA,NA,NA,"bathypelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",NA,NA,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,4.05356666666667,3.8679,2.005,4.83035,4.05185,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia","Neognathophausia ingens","species","larva",NA,NA,NA,NA,NA,"bathypelagic",0,0,0,1,1,"oceanic",0,0,0,0,0,1,1,0,0,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Mysida","Mysidae","Neomysis","Neomysis rayii","species",NA,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,NA,NA,2.42,NA,NA,2.42,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Callianassidae","Neotrypaea","Neotrypaea californiensis","species","adult",0,110,8.7,12.8,10.3,"mesopelagic",1,0,0,1,0,"estuarine",0,0,1,0,0,0,1,1,1,"elongated",1.07836018450181,11.5,1,0,1,0,0,0,0,0,"solitary",1,0,0,2.44,"NE",1,0,-9999,-9999,-9999,-9999,-9999,-9999,6.28309798808482,5.14845511349463,3.83932785193648,3.13537062035226,0.834600547140741,NA
"Malacostraca","Decapoda","Callianassidae","Neotrypaea","Neotrypaea californiensis","species","juvenile",0,110,8.7,12.8,10.3,"mesopelagic",1,0,0,1,0,"estuarine",0,0,1,0,0,0,1,1,NA,"elongated",NA,1.21182353115822,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Callianassidae","Neotrypaea","Neotrypaea californiensis","species","larva",NA,NA,NA,NA,NA,"mesopelagic",0,0,0,1,0,"estuarine",0,0,0,0,0,0,NA,NA,NA,"elongated",NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus","Nesiarchus nasutus","species","adult",200,1200,6.6,14.3,9.6,"mesopelagic",0,1,0,1,1,"continental shelf",0,0,0,1,0,0,1,0,0,"elongated",28.8944693105128,147.885079148294,1,1,0,0,0,1,0,0,"solitary",1,0,0,4.33,"LC",1,0,NA,NA,NA,NA,NA,NA,10.4612468650755,9.1891941777996,5.95911724026777,5.25189920243524,0.87906096239527,0.0300351913126785
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus","Nesiarchus nasutus","species","juvenile",200,1200,6.6,14.3,9.6,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,0,"elongated",2.14395720438109,31.1180074235884,0,0,0,0,1,0,0,0,"solitary",1,0,0,NA,"LC",0,0,NA,NA,NA,NA,NA,NA,5.05856822376976,4.12960874135095,3.56974529130657,2.91587992508131,0.816247636111368,0.0733584553856629
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus","Nesiarchus nasutus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,0,"fusiform",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri","species","adult",0,1000,3.1,10.2,6.8,"mesopelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,NA,"fusiform",11.3597151685094,17.2812688201792,0,0,0,0,1,1,1,1,"schooling",0,0,1,3.17,"LC",0,0,11.9,16.6,7.9,NA,NA,NA,6.25046550160721,5.16479319177777,2.47487397229776,1.93817088879347,0.827485536438276,0.0490769331693775
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri","species","juvenile",0,1000,3.1,10.2,6.8,"mesopelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,NA,"fusiform",NA,11.8908631324459,0,0,0,0,1,1,1,1,"schooling",0,0,1,NA,"LC",0,0,11.9,16.6,7.9,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,1,0,NA,"elongated",NA,NA,0,0,0,1,0,0,0,NA,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
