"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","horz_habitat","horz_habitat_2","horz_habitat_3","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","body_shape","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","defense_spines_num","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","trophic_level","troph_lev_se","troph_estimate","IUCN_status","fisheries_status","recreational","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis","Sthenoteuthis oualaniensis",NA,"species","juvenile","species level info, but not a lot out there","medium",0,1000,9.2,21.9,13.8,"mesopelagic","epipelagic",NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic",0,"(fry and young likely do not diel migrate), medium sized adult diel migrate, feed at night near surface",NA,"Shchetinnikov, A. S. Feeding spectrum of squid Sthenoteuthis oualaniensis (Oegopsida) in the eastern Pacific. Journal of the Marine Biological Association of the United Kingdom 72, 849–860 (1992).","10.1017/S0025315400060082",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Squid migrate to high latitudes with seasonal warming during summer in their appropriate hemisphere along the shift of surface isotherms of 20° to 22°C; then they move to lower latitudes with the seasonal autumn of water temperature.","Roper, C. F. E., Jorgensen, E. M., Katugin, O. N. & Jereb, P. Family Ommastrephidae. In Cephalopods of the world. An annotated and illustrated catalogue of species known to date. Volume 2. Myopsid and Oegopsid Squids,. FAO Species Catalogue for Fishery Purposes 2, 269–347 (2010).","http://www.fao.org/3/i1920e/i1920e.pdf",NA,NA,NA,NA,NA,"fusiform",NA,NA,18.3,"ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,"spots (chromatophores)",0,0,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,NA,"shoaling; schooling","schooling","shoaling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Cephalopoda","Bathyteuthida","Chtenopterygidae","Chtenopteryx","Chtenopteryx sicula",NA,"species","juvenile","almost nothing known","low",200,1000,7.4,15.3,10.4,"mesopelagic","bathypelagic",NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"The daytime depth distribution shows a gradual, ontogenic descent into deeper water with increasing DML (Figure 4). The smallest specimens (3.2–9.8 mm DML) were caught in the upper 200 m, and the larger specimens were found progressively deeper, with the two largest (18.5 and 21.5 mm DML) caught between 500 and 1000 m. The smallest daytime specimen reliably collected other than in the top 100 m was ∼7 mm DML. A single 5 mm specimen was collected at 500–1000 m, but was likely net contamination. At night, all specimens regardless of size were caught in the upper 300 m, and 43 of the 48 specimens collected were from the upper 200 m",NA,"Shea, E. K. & Vecchione, M. Ontogenic changes in diel vertical migration patterns compared with known allometric changes in three mesopelagic squid species suggest an expanded definition of a paralarva. ICES Journal of Marine Science 67, 1436–1443 (2010).","10.1093/icesjms/fsq104",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"fusiform",NA,NA,6,"ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"neustonic","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Cephalopoda","Bathyteuthida","Chtenopterygidae","Chtenopteryx","Chtenopteryx sicula",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"The daytime depth distribution shows a gradual, ontogenic descent into deeper water with increasing DML (Figure 4). The smallest specimens (3.2–9.8 mm DML) were caught in the upper 200 m, and the larger specimens were found progressively deeper, with the two largest (18.5 and 21.5 mm DML) caught between 500 and 1000 m. The smallest daytime specimen reliably collected other than in the top 100 m was ∼7 mm DML. A single 5 mm specimen was collected at 500–1000 m, but was likely net contamination. At night, all specimens regardless of size were caught in the upper 300 m, and 43 of the 48 specimens collected were from the upper 200 m",NA,"Shea, E. K. & Vecchione, M. Ontogenic changes in diel vertical migration patterns compared with known allometric changes in three mesopelagic squid species suggest an expanded definition of a paralarva. ICES Journal of Marine Science 67, 1436–1443 (2010).","10.1093/icesjms/fsq104",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"likely spawned in summer","Šifner, S. K. et al. Insight in some aspects of the reproductive biology, morphometry and age of Chtenopteryx sicula (Cephalopoda: Chtenopterygidae) in the Adriatic Sea. Acta Adriatica 55, 31–42 (2014).","https://acta.izor.hr/acta/pdf/55_1_pdf/55_1_3.pdf",NA,NA,NA,NA,NA,"globiform",0.01,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic","mesopelagic",NA,"continental shelf","continental slope","coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Early larval stages remain in relatively shallow water.",NA,"Spicer, J. I. & Strömberg, J.-O. Developmental changes in the responses of O2 uptake and ventilation to acutely declining O2 tensions in larval krill Meganyctiphanes norvegica. Journal of Experimental Marine Biology and Ecology 295, 207–218 (2003).","10.1016/S0022-0981(03)00295-8",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"globiform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,"Aggregating taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri",NA,"species","juvenile","species level info, but not a lot out there","medium",271,1524,3.2,13.3,7.1,"mesopelagic","epipelagic",NA,"continental shelf","coastal","oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathypelagic",1,NA,NA,"Staby, A., Srisomwong, J. & Rosland, R. Variation in DVM behaviour of juvenile and adult pearlside (Maurolicus muelleri) linked to feeding strategies and related predation risk. Fisheries Oceanography 22, 90–101 (2013).","10.1111/fog.12012",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DVM patterns change with seasons","Staby, A., Røstad, A. & Kaartvedt, S. Long-term acoustical observations of the mesopelagic fish Maurolicus muelleri reveal novel and varied vertical migration patterns. Mar. Ecol. Prog. Ser. 441, 241–255 (2011).","10.3354/meps09363",NA,NA,NA,NA,NA,"elongated",1.95,"SL",2.9,"TL","""the small mean body size ranges observed (2.3–8 cm for mature individuals and < 2.9 cm for immature and male specimens)""","Sobradillo, B. et al. Target Strength and swimbladder morphology of Mueller’s pearlside (Maurolicus muelleri). Sci Rep 9, 1–14 (2019).","10.1038/s41598-019-53819-6",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,0,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","present",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,NA,"Kaartvedt, S., Knutsen, T. & Holst, J. C. Schooling of the vertically migrating mesopelagic fish Maurolicus muelleri in light summer nights. Marine Ecology Progress Series 170, 287–290 (1998).","10.3354/meps170287",NA,NA,NA,NA,NA,NA,NA,"LC","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Maurolicus-muelleri.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus",NA,"species","larva","decent - species level info","high",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"coastal","continental shelf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not always diel migrants, can vary their behaviour",NA,"Stenevik, E., Sundby, S. & Cloete, R. Diel vertical migration of anchovy Engraulis encrasicolus larvae in the northern Benguela. African Journal of Marine Science 29, 127–136 (2007).","10.2989/AJMS.2007.29.1.12.77","Tiedemann, M. & Brehmer, P. Larval fish assemblages across an upwelling front: Indication for active and passive retention. Estuarine, Coastal and Shelf Science 187, 118–133 (2017).","10.1016/j.ecss.2016.12.015",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"elongated",0.27,"SL",1.5,"SL","Morote et al. (2010) state 0.27 - 1.48 cm SL for larval size range","Morote, E., Olivar, M. P., Villate, F. & Uriarte, I. A comparison of anchovy (Engraulis encrasicolus) and sardine (Sardina pilchardus) larvae feeding in the Northwest Mediterranean: influence of prey availability and ontogeny. ICES Journal of Marine Science 67, 897–908 (2010).","10.1093/icesjms/fsp302",NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus",NA,"species","juvenile","decent - species level info","high",0,400,7.1,18,10.8,"epipelagic",NA,NA,"coastal","continental shelf","estuarine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stenevik, E., Sundby, S. & Cloete, R. Diel vertical migration of anchovy Engraulis encrasicolus larvae in the northern Benguela. African Journal of Marine Science 29, 127–136 (2007).","10.2989/AJMS.2007.29.1.12.77",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"elongated",1.5,"SL",9.7,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,NA,"Aldanondo, N., Cotano, U., Tiepolo, M., Boyra, G. & Irigoien, X. Growth and movement patterns of early juvenile European anchovy (Engraulis encrasicolus L.) in the Bay of Biscay based on otolith microstructure and chemistry: Growth and movement of juvenile European anchovy. Fisheries Oceanography 19, 196–208 (2010).","10.1111/j.1365-2419.2010.00537.x",NA,NA,NA,NA,NA,NA,NA,"LC","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Engraulis-encrasicolus.html",NA,NA,NA,NA,NA,NA
"Cephalopoda","Octopoda","Ocythoidae","Ocythoe","Ocythoe tuberculata",NA,"species","juvenile","almost nothing known","low",1,200,NA,NA,NA,"epipelagic",NA,NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Young found near surface waters.",NA,"Sweeney, M. J., Roper, C. F. E., Mangold, K. M., Clark, M. R. & Boletzky, S. V. ‘Larval’ and juvenile cephalopods: a manual for their identification. Smithsonian Contributions to Zoology 1–279 (1992) doi:10.5479/si.00810282.513.","10.5479/si.00810282.513",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Females might come inshore regularly in June and July.","Gonçalves, J. M. The Octopoda (Mollusca: Cephalopoda) of the Azores. Arquipélago 9, 75–81 (1991).","https://oceanrep.geomar.de/id/eprint/36659/1/2165.pdf",NA,NA,NA,NA,NA,"elongated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus warmingii",NA,"species","juvenile","almost nothing known","low",391,2056,3,8.8,5.5,"mesopelagic","epipelagic",NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathypelagic",1,NA,NA,"Takagi, K., Yatsu, A., Moku, M. & Sassa, C. Age and growth of lanternfishes, Symbolophorus californiensis and Ceratoscopelus warmingii (Myctophidae), in the Kuroshio–Oyashio Transition Zone. Ichthyol Res 53, 281–289 (2006).","10.1007/s10228-006-0346-2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Small juveniles are non-migratory.","Takagi, K., Yatsu, A., Moku, M. & Sassa, C. Age and growth of lanternfishes, Symbolophorus californiensis and Ceratoscopelus warmingii (Myctophidae), in the Kuroshio–Oyashio Transition Zone. Ichthyol Res 53, 281–289 (2006).","10.1007/s10228-006-0346-2",NA,NA,NA,NA,"oceanodromous","fusiform",1.8,"SL",3.5,"SL","Taken from C. maderensis, as these species are the same size; smallest reported","Linkowski, T. B., Radtke, R. L. & Lenz, P. H. Otolith microstructure, age and growth of two species of Ceratoscopelus (Oosteichthyes: Myctophidae) from the eastern North Atlantic. Journal of Experimental Marine Biology and Ecology 167, 237–260 (1993).","10.1016/0022-0981(93)90033-K",NA,NA,NA,NA,NA,NA,0,0,NA,0,1,"bioluminescence",1,1,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","present",NA,"Badcock, J. & Araujo, T. M. H. On the significance of variation in a wrm water cosmopolitan species, nominally Ceratoscopelus warmingii (Pisces, Myctophidae). Bulletin of Marine Science 42, 16–43 (1988).","https://www.ingentaconnect.com/content/umrsmas/bullmar/1988/00000042/00000001/art00002?crawler=true",NA,NA,"schooling","schooling",NA,NA,"aggregate to avoid predation","Auster, P. J., Griswold, C. A., Youngbluth, M. J. & Bailey, T. G. Aggregations of myctophid fishes with other pelagic fauna. Environ Biol Fish 35, 133–139 (1992).","10.1007/BF00002187","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4",NA,NA,NA,NA,NA,"LC","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Ceratoscopelus-warmingii.html","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4","de Busserolles, F. & Marshall, N. J. Seeing in the deep-sea: visual adaptations in lanternfishes. Philosophical Transactions of the Royal Society B: Biological Sciences 372, 1–9 (2017).","10.1098/rstb.2016.0070",NA,NA
"Actinopterygii","Perciformes","Bramidae","Brama","Brama japonica","Brama japonica","species","adult","decent - species level info","high",271,620,3.2,13,9.4,"epipelagic","mesopelagic",NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,"""It is known to undergo extensive daily vertical migrations (Mead, 1972), at night occurring in epipelagic surface waters of around 0– 100m and in daytime descending to mesopelagic depths of around 400m. """,NA,"Takei, S., Momose, O., Nakamura, I., Meyer-Rochow, V. B. & Somiya, H. Guanine-type retinal tapetum in the eye of the Pacific pomfret Brama japonica (Perciformes: Bramidae). Ichthyol Res 50, 245–250 (2003).","10.1007/s10228-003-0164-8",NA,NA,NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Brama-japonica.html",NA,NA,NA,NA,NA,NA,1,"oceanadromous and highly migratory","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Brama-japonica.html",NA,NA,NA,NA,"oceanodromous","compressiform",30,"TL",61,"TL","no length type given on FishBase for min","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Brama-japonica.html",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,"info from family level","Last, P. R. & Moteki, M. Perciformes: Percoidei: Bramidae - Pomfrets. FAO - Bony Fishes 2824–2830 (2023).","https://www.fao.org/3/y0770e/y0770e05.pdf",NA,NA,NA,NA,4.4,0.3,"Species","NE","commercial",0,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica",NA,"species","juvenile","almost nothing known","low",100,1500,1.6,11.1,3.6,"epipelagic","mesopelagic","bathypelagic","continental shelf","continental slope","coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Tarling, G. A., Matthews, J. B. L., David, P., Guerin, O. & Buchholz, F. The swarm dynamics of northern krill (Meganyctiphanes norvegica) and pteropods (Cavolinia inflexa) during vertical migration in the Ligurian Sea observed by an acoustic Doppler current profiler. Deep Sea Research Part I: Oceanographic Research Papers 48, 1671–1686 (2001).","10.1016/S0967-0637(00)00105-9",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"elongated",NA,NA,1.75,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,"Aggregating taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella aurita",NA,"species","larva","decent - species level info","high",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Tiedemann, M. & Brehmer, P. Larval fish assemblages across an upwelling front: Indication for active and passive retention. Estuarine, Coastal and Shelf Science 187, 118–133 (2017).","10.1016/j.ecss.2016.12.015",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"spawning in summer","Bécognée, P., Almeida, C., Barrera, A., Hernández-Guerra, A. & Hernández-León, S. Annual cycle of clupeiform larvae around Gran Canaria Island, Canary Islands. Fisheries Oceanography 15, 293–300 (2006).","10.1111/j.1365-2419.2005.00390.x",NA,NA,NA,NA,NA,"elongated",0.3,"SL",1.6,"SL",NA,"Ditty, J. G., Houde, E. D. & Shaw, R. F. Egg and larval development of Spanish sardine, Sardinella aurita (family Clupeidae), with a synopsis of characters to identify Clupeid larvae from the Northern Gulf of Mexico. Bulletin of Marine Science 54, 367–380 (1994).","https://www.ingentaconnect.com/contentone/umrsmas/bullmar/1994/00000054/00000002/art00002?crawler=true&mimetype=application/pdf&casa_token=TF2rkruFcfkAAAAA:jzMigGhvLPnY2pZ_-Ax_VizZ3s0qno6Q1Uh9zmTQvf-HyOnwPHD-OgxjQHc8vja0n890n49jJYG091Vf",NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii",NA,"species","juvenile","good species level info","high",0,475,0.2,9.7,2.8,"epipelagic",NA,NA,"coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",1,"likely",NA,"Tojo, N., Kruse, G. H. & Funk, F. C. Migration dynamics of Pacific herring (Clupea pallasii) and response to spring environmental variability in the southeastern Bering Sea. Deep Sea Research Part II: Topical Studies in Oceanography 54, 2832–2848 (2007).","10.1016/j.dsr2.2007.07.032",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Seasonal availability to predators",NA,NA,NA,NA,NA,NA,NA,"fusiform",2.6,"SL",21.4,"TL","Also here:","Moser, H. G. The early stages of fishes in the California current region. CalCOFI Atlas 33, 1–1505 (1996).","https://calcofi.org/downloads/publications/atlases/CalCOFI_Atlas_33.pdf","Tester, A. L. Populations of Herring (Clupea pallasii) in the Coastal Waters of British Columbia. J. Biol. Board Can. 3, 108–144 (1937).","10.1139/f37-010",NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,"Johnsen, S. Hide and Seek in the Open Sea: Pelagic Camouflage and Visual Countermeasures. Annu. Rev. Mar. Sci. 6, 369–392 (2014).","10.1146/annurev-marine-010213-135018","0",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Clupea-pallasii.html",NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes arcticus",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"mesopelagic",NA,NA,"continental shelf","continental slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"E. arcticus larvae peaked in the upper layers in the morning hours, showing higher densities in the first 50 m of the water column.",NA,"Torres, A. P. et al. Contrasting patterns in the vertical distribution of decapod crustaceans throughout ontogeny. Hydrobiologia 808, 137–152 (2018).","10.1007/s10750-017-3414-x",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Seasonal vertical migrations along day-night patterns for Eusergestes arcticus were similar to G. elegans (Figs. 6.6a, d), but their larvae were even shallower distributed at 9-12 h during summer (Fig. 6.6d). This summer surface peak in the morning was also observed for the larvae of Parasergestex vigilax (Fig. 6.6e).","Torres, A. P. Decapod crustaean larvae inhabiting offshore Balearic sea waters (Western Mediterranean): Taxonomy and Ecology. Universitat de les Illes Balears 1–198 (2015).","https://dspace.uib.es/xmlui/bitstream/handle/11201/2538/Perez_Torres_Asvin.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,"globiform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,"Aggregating taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes arcticus",NA,"species","juvenile","almost nothing known","low",180,4500,NA,NA,NA,"demersal","mesopelagic",NA,"continental shelf","continental slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Torres, A. P. et al. Contrasting patterns in the vertical distribution of decapod crustaceans throughout ontogeny. Hydrobiologia 808, 137–152 (2018).","10.1007/s10750-017-3414-x",NA,NA,NA,NA,1,"can be epibenthic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Seasonal abundance","Torres, A. P. Decapod crustaean larvae inhabiting offshore Balearic sea waters (Western Mediterranean): Taxonomy and Ecology. Universitat de les Illes Balears 1–198 (2015).","https://dspace.uib.es/xmlui/bitstream/handle/11201/2538/Perez_Torres_Asvin.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,"elongated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,"Aggregating taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes arcticus",NA,"species","adult","species level info, but not a lot out there","medium",180,4500,NA,NA,NA,"demersal","mesopelagic",NA,"continental shelf","continental slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Another example is the case of Eusergestes arcticus. The adults inhabit the mesopelagic waters whereas the larvae were located mostly between 50-75 m depth.",NA,"Torres, A. P. et al. Decapod crustacean larval communities in the Balearic Sea (western Mediterranean): Seasonal composition, horizontal and vertical distribution patterns. Journal of Marine Systems 138, 112–126 (2014).","10.1016/j.jmarsys.2013.11.017",NA,NA,NA,NA,1,"can be epibenthic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Seasonal abundance","Torres, A. P. Decapod crustaean larvae inhabiting offshore Balearic sea waters (Western Mediterranean): Taxonomy and Ecology. Universitat de les Illes Balears 1–198 (2015).","https://dspace.uib.es/xmlui/bitstream/handle/11201/2538/Perez_Torres_Asvin.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,"elongated",NA,NA,1.4,"TL",NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Eusergestes-arcticus.html",NA,NA,NA,NA,NA,NA,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,"Aggregating taxa",NA,NA,NA,NA,NA,NA,3.2,0.3,"Species","NE","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
