"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","vert_ordinal","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_habitat_2","horz_habitat_3","horz_ordinal","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_ordinal","gregarious_solitary","gregarious_shoaling","gregarious_schooling","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes dallii","Sebastes dallii","species","larva","almost nothing known","low",18,256,9.7,14.8,10.8,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","continental shelf","intertidal",3,1,0,1,1,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf","CDFW. California Department of Fish and Wildlife https://wildlife.ca.gov/ (2023).","https://nrm.dfg.ca.gov/FileHandler.ashx?DocumentID=34244",NA,NA,NA,NA,"demersal",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-dallii.html",NA,NA,NA,NA,NA,NA,1,"spawn from December-May and larvae are planktonic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-dallii.html",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes elongatus","Sebastes elongatus","species","juvenile","almost nothing known","low",25,425,5.7,8.8,7,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","continental shelf",NA,3,0,0,1,1,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-elongatus.html",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes entomelas","Sebastes entomelas","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf","coastal",NA,4,0,0,1,1,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"pelagic-neritic",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,"spawn from December-April depending on region and larvae are planktonic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes flavidus","Sebastes flavidus","species","juvenile","almost nothing known","low",0,549,4.2,11.4,7.5,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"reef-associated","coastal",NA,2,0,1,1,0,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"reef-associated",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes flavidus","Sebastes flavidus","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"reef-associated","coastal",NA,2,0,1,1,0,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"reef-associated",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,"spawn from November to June and larvae are planktonic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes goodei","Sebastes goodei","species","juvenile","almost nothing known","low",0,425,7,9.7,8.2,"epipelagic","demersal",NA,3,0,1,1,0,0,"continental shelf","continental slope","coastal",4,0,0,1,1,1,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes goodei","Sebastes goodei","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal",NA,NA,3,0,0,1,0,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,"spawn from September-April and larvae are planktonic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes jordani","Sebastes jordani","species","juvenile","almost nothing known","low",0,350,7,9.7,8.2,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"continental shelf","continental slope","coastal",4,0,0,1,1,1,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mystinus","Sebastes mystinus; Sebastes (Sebastosomus) mystinus (Jordan & Gilbert, 1881)· accepted, alternate representation; Sebastichthys mystinus Jordan & Gilbert, 1881; Sebastodes mystinus (Jordan & Gilbert, 1881)","species","juvenile","almost nothing known","low",0,550,0.8,7.9,4.2,"epipelagic","demersal",NA,3,0,1,1,0,0,"coastal","reef-associated",NA,3,0,1,1,0,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"reef-associated",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic; do show refuge behaviour after settlement","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-mystinus.html",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-mystinus.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes rufus","Sebastes rufus; Sebastes (Acutomentum) rufus (Eigenmann & Eigenmann, 1890)· accepted, alternate representation; Sebastodes rufus Eigenmann & Eigenmann, 1891","species","juvenile","almost nothing known","low",31,247,8.4,10.6,9.5,"epipelagic","demersal",NA,3,0,1,1,0,0,"continental slope",NA,NA,5,0,0,0,0,1,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-rufus.html",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-rufus.html","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes saxicola","Sebastes saxicola; Sebastes (UnnamedCladeD) saxicola (Gilbert, 1890)· accepted, alternate representation; Sebastichthys saxicola Gilbert, 1890; Sebastodes saxicola (Gilbert, 1890)","species","juvenile","almost nothing known","low",50,60,5.9,8.3,6.5,"epipelagic","demersal","mesopelagic",3,0,1,1,1,0,"continental shelf","continental slope",NA,4,0,0,0,1,1,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic; likely show refuge behaviour after settlement","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,"have seasonal peak recruitment between August and September; influenced by environmental variables","Johnson, K. A., Yoklavich, M. M. & Cailliet, G. M. Recruitment of three species of juvenile rockfish (Sebastes spp.) on soft benthic habitat in Monterey Bay, California. CalCOFI Report 42, 153–166 (2001).","https://www.researchgate.net/profile/Mary_Yoklavich/publication/237391982_Recruitment_of_three_species_of_juvenile_rockfish_Sebastes_spp_on_soft_benthic_habitat_in_Monterey_Bay_California/links/54ad607e0cf24aca1c6f27f9/Recruitment-of-three-species-of-juvenile-rockfish-Sebastes-spp-on-soft-benthic-habitat-in-Monterey-Bay-California.pdf",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-saxicola.html","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serriceps","Sebastes serriceps","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"reef-associated",NA,NA,2,0,1,0,0,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-serriceps.html",NA,NA,NA,NA,NA,NA,1,"spawn in late winter and larvae are planktonic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serriceps","Sebastes serriceps","species","juvenile","almost nothing known","low",5,90,10.6,19.4,15.1,"epipelagic",NA,NA,3,0,0,1,0,0,"reef-associated",NA,NA,2,0,1,0,0,0,0,NA,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,"demersal",0,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,"National Marine Fisheries Service. Essential Fish Habitat Designation and Minimization of Adverse Impacts: Final Environmental Impact Statement. Pacific Coast Groundfish Fishery Management Plan (2005).","https://media.fisheries.noaa.gov/2022-04/groundfish-feis-2005.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
