"class","order","family","genus","sci_name","tax_level","lipid","protein","energy","lipid_pacific","protein_pacific","energy_pacific","n_lipid","n_protein","n_energy","n_lipid_pacific","n_protein_pacific","n_energy_pacific","sd_lipid","sd_protein","sd_energy","sd_lipid_pacific","sd_protein_pacific","sd_energy_pacific"
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni","species",3.1,13,NA,3.1,13,NA,1,3,0,1,3,0,NA,0,NA,NA,0,NA
"Actinopterygii","Aulopiformes","Synodontidae","Synodus","Synodus lucioceps","species",0.79,NA,NA,0.79,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophoridae","Systellaspis","Systellaspis debilis","species",2.59,9.3,3.156,NA,NA,NA,3,1,1,0,0,0,0.822374610503024,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Stomiidae","Tactostoma","Tactostoma macropus","species",10.3,10.3,6.52498,10.3,10.3,6.52498,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis","species",3.22857142857143,13.186,4.439124,3.2,13.779,4.597955,7,3,5,6,2,4,0.704069801734377,1.06432513829187,0.725452396012309,0.766811580507232,0.394565583902093,0.730428865872646
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia","Teuthowenia megalops","species",NA,NA,1.69,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus","species",17.4671666666667,12.2622,10.0120790913725,17.4671666666667,12.2622,10.0120790913725,60,50,51,60,50,51,2.70183559177307,0.672920197227528,1.38433835589674,2.70183559177307,0.672920197227528,1.38433835589674
"Malacostraca","Amphipoda","Hyperiidae","Themisto","Themisto gaudichaudii","species",2.4475,7.5,2.9935,NA,NA,NA,4,1,2,0,0,0,0.85562355429632,NA,0.160513239329347,NA,NA,NA
"Thaliacea","Salpida","Salpidae","Thetys","Thetys vagina","species",0.231094285714286,0.19107,NA,0.231094285714286,0.19107,NA,7,1,0,7,1,0,0.155293165427753,NA,NA,0.155293165427753,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa spinifera","species",3.56924,NA,3.49430835882353,3.56924,NA,3.49430835882353,10,0,17,10,0,17,1.25944373541126,NA,0.941623153557669,1.25944373541126,NA,0.941623153557669
"Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa spp.","genus",NA,NA,3.11,NA,NA,3.11,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","Todarodes pacificus","species",1.935,17.675,3.75,1.935,17.675,3.75,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","Todarodes sagittatus","species",6.36,NA,4.01,NA,NA,NA,2,0,1,0,0,0,6.59023520065862,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis","Todaropsis eblanae","species",2.4,18,4.4,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","species",21.41,3.71,5.64,21.41,3.71,5.64,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus","species",6.4,NA,6.4,6.4,NA,6.4,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","species",3.2,18,5.7607,NA,NA,NA,3,3,4,0,0,0,1.9672315572906,1.70880074906351,1.25443292367508,NA,NA,NA
"Actinopterygii","Perciformes","Trichiuridae","Trichiurus","Trichiurus lepturus","species",3.4,17.3,4.18,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","species",12.6166666666667,8.8,8.74623246520587,12.6166666666667,8.8,8.74623246520587,6,1,6,6,1,6,2.13861325785348,NA,1.04456140766296,2.13861325785348,NA,1.04456140766296
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis","Vampyroteuthis infernalis","species",NA,NA,0.59509464846,NA,NA,0.59509464846,0,0,5,0,0,5,NA,NA,0.270832345550712,NA,NA,0.270832345550712
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria lucetia","species",NA,NA,5.175,NA,NA,5.175,0,0,2,0,0,2,NA,NA,0.0353553390593273,NA,NA,0.0353553390593273
"Actinopterygii","Perciformes","Zaproridae","Zaprora","Zaprora silenus","species",1.723125,10.26,2.925,1.723125,10.26,2.925,4,2,2,4,2,2,0.497676329723111,0.395979797464466,0.120208152801713,0.497676329723111,0.395979797464466,0.120208152801713
